Skeppartorp;59.42917, 16.49583
Skepplanda;57.833, 12.217
Skeppmora;60.12333, 15.12583
Skeppsdalsström;59.30222, 18.47917
Skeppshult;57.125, 13.37778
Skevik;59.34917, 18.37861
Skilleby;59.0439556, 17.5955806
Skillingaryd;57.43, 14.09278
Skillinge;55.47361, 14.27806
Skillingsudd;59.43556, 16.13889
Skinnskatteberg;59.83194, 15.69361
Skinnskattebergs kommun;59.83194, 15.69361
Skirö;57.3725, 15.36944
Skivarp;55.42222, 13.56944
Skoby;60.03194, 18.02806
Skogaby;56.53056, 13.18333
Skoghall;59.333, 13.5
Skogsbrynsbyn;59.183, 17.633
Skogsby;56.62972, 16.51278
Skogstorp, Falkenbergs kommun;56.91778, 12.43778
Skolsta;59.65972, 17.24194
Skorpetorp;57.183, 16.417
Skottorp;56.44722, 12.96167
Skrea;56.86472, 12.56583
Skrea strand;56.88306, 12.50444
Skreanäs;56.87222, 12.5325
Skredsvik;58.380754, 11.667759
Skriketorp;58.683, 16.133
Skruv, Lessebo kommun;56.67639, 15.36583
Skuggarvet;60.65972, 15.68389
Skultorp;58.34167, 13.83056
Skultuna;59.71694, 16.43056
Skummeslövsstrand;56.46222, 12.92083
Skumparp;55.53889, 12.96667
Skurup;55.483, 13.5
Skurups kommun;55.483, 13.5
Skutskär;60.62444, 17.41611
Skuttungeby;59.995, 17.50194
Skyllberg;58.94167, 14.99444
Skyrup;56.13028, 13.66167
Skyttorp;60.07833, 17.73833
Skyttstennäs;59.8625, 17.18444
Skällinge;57.1820417, 12.4681083
Skällåkra;57.25889, 12.13833
Skänninge;58.39556, 15.08694
Skäralid (ort);56.03667, 13.25583
Skärblacka;58.58167, 15.91417
Skärgårdsstad;59.483, 18.4
Skärkind;58.46639, 15.98556
Skärplinge;60.47278, 17.75528
Skärsjö;60.40139, 15.54056
Skärstad;57.88667, 14.36417
Skålan;62.6525, 14.16667
Skålö;60.56417, 14.29806
Skåne-Tranås;55.61389, 13.99444
Skånes Värsjö;56.33611, 13.43333
Skånes-Fagerhult;56.37083, 13.46667
Skåpafors;59.017, 12.283
Skåpesund;58.083, 11.683
Skårby;55.483, 13.717
Skåre, Karlstads kommun;59.41806, 13.41806
Skåre, Trelleborgs kommun;55.37639, 13.05222
Sköldinge;59.03194, 16.44944
Sköllersta;59.12944, 15.32222
Skölsta;59.87472, 17.74333
Skövde;58.38944, 13.84583
Slaggen;60.55694, 15.51278
Slagnäs;65.567, 18.083
Slaka;58.365, 15.56167
Slimminge;55.5125, 13.55
Slite;57.71028, 18.79944
Slottsbron;59.325, 13.10139
Slottsskogen, Håbo kommun;59.69139, 17.61361
Slussen;59.32056, 18.07222
Slädaviken och Åssjön;62.441, 17.46467
Slätten, Kungälvs kommun;57.925, 11.98611
Slättäng;55.52361, 12.94444
Slättåkra;56.82583, 12.88639
Slöinge;56.85139, 12.71333
Smara;59.87722, 18.40806
Smedby, Kalmar kommun;56.67917, 16.23556
Smedjebacken;60.14167, 15.41333
Smedjebackens kommun;60.14167, 15.41333
Smedsbo;60.567, 15.45
Smedsgården och Bredäng;56.16028, 15.36389
Smedstorp;55.55, 14.117
Smedstorp, Karlskoga kommun;59.29667, 14.480957
Smedstorpet;59.91, 17.04333
Smygehamn;55.34361, 13.3725
Smådalarö;59.16722, 18.44917
Smålandsstenar;57.167, 13.4
Smögen;58.35833, 11.225
Snarringe;55.40444, 13.09306
Snavlunda;58.967017, 14.8969
Snogehall;55.95028, 13.535
Snogeröd;55.83889, 13.49583
Snårestad;55.44028, 13.67472
Snöveltorp;58.50194, 16.16111
Solberg, Sundsvalls kommun;62.25733, 17.35133
Solberg, Örnsköldsviks kommun;63.78972, 17.63611
Solberga och Solåkrabyn;59.09583, 17.616667
Solberga, Nässjö kommun;57.73528, 14.74806
Solberga, Österåkers kommun;59.5, 18.35
Sollefteå;63.167, 17.267
Sollefteå kommun;63.167, 17.273
Sollentuna kommun;59.45, 17.917
Sollerön (tätort);60.91611, 14.61611
Solsidan, Ekerö kommun;59.28056, 17.85472
Solvarbo;60.39111, 15.66722
Sommen (tätort);58.1375, 14.96611
Sonnboåsen;60.11806, 16.28194
Sonstorp;58.72361, 15.63556
Sorsele;65.53444, 17.54083
Sorunda;59.00889, 17.81389
Spakbacken;59.74917, 17.8975
Spannarp;56.19111, 12.88944
Sparreholm;59.07083, 16.83
Spjutsbygd;56.31139, 15.59111
Spjutstorp;55.58056, 14.01528
Spjutterum;56.69528, 16.67889
Spjälkö och Saxemaranäs;56.16111, 15.22028
Spångsholm;58.35194, 15.23528
Stabbarp;55.865, 13.30194
Stabby (norra delen);59.79389, 17.57583
Staffanstorp;55.65, 13.217
Staffanstorps kommun;55.65, 13.217
Stallarholmen;59.35722, 17.20583
Starrkärr och Näs;58.117, 11.817
Stava, Österåkers kommun;59.5, 18.233
Stavby;60.00972, 17.96694
Stavreviken;62.55306, 17.41722
Stavsjö;58.72778, 16.43806
Stavsnäs;59.28778, 18.68667
Stavsten;55.36861, 13.07722
Stehag;55.90333, 13.39556
Stenared;57.80556, 12.18889
Stenestad;56.05389, 13.10028
Stenhagen och Persborg;59.77944, 17.87056
Stenhamra;59.333, 17.667
Steninge;56.76889, 12.63111
Stenkulla och Årred;57.733, 12.583
Stenkumla;57.54639, 18.26917
Stensele;65.067, 17.15
Stenshult;58.283, 11.717
Stensjön, Nässjö kommun;57.58222, 14.82083
Stenstorp;58.27389, 13.71444
Stensund och Krymla;58.8975, 17.59167
Stensätter;58.49056, 15.47056
Stensättra tomtområde;59.2398028, 17.3868306
Stenungsund;58.083, 11.817
Stenungsunds kommun;58.083, 11.817
Stenungsön;58.066667, 11.8
Sticklinge udde;59.39083, 18.10833
Stidsvig;56.20278, 13.12083
Stigen;58.567, 12.067
Stigtomta;58.8, 16.783
Stilleryd;56.17361, 14.81972
Stjärna och Aska;59.25306, 17.45778
Stjärnhov;59.08222, 17.00861
Stjärnsund;60.43222, 16.2125
Stjärnås;57.617, 12.3
Stoby;56.17806, 13.82694
Stocka;61.883, 17.317
Stockamöllan;55.94444, 13.36667
Stockaryd;57.31694, 14.5925
Stockekulla;57.3102083, 12.1887722
Stocken;58.15, 11.417
Stockholm (tätort);59.32667, 18.07111
Stockholms kommun;59.333, 18.05
Stockholmsledet;56.17278, 14.9
Stocksbo;61.76528, 15.81722
Stockvik;62.333, 17.367
Stora Beddinge;55.39444, 13.44861
Stora Bugärde;57.65278, 12.39444
Stora Dicka;60.18667, 16.28528
Stora Dyrön;57.917, 11.6
Stora Frö;56.57167, 16.41833
Stora Harrie;55.80361, 13.15417
Stora Herrestad;55.467, 13.867
Stora Höga;58.017, 11.817
Stora Isie;55.36944, 13.33611
Stora Köpinge;55.467, 13.95
Stora Levene;58.325, 12.925
Stora Råby;55.685, 13.225
Stora Rör;56.75639, 16.5275
Stora Sidus;58.61306, 16.33556
Stora Slågarp;55.45278, 13.15972
Stora Vika;58.95361, 17.79639
Storahults strand;56.32917, 12.75972
Storebro;57.58778, 15.84194
Storfors;59.533, 14.267
Storholmen;59.39722, 18.13806
Storsjö;62.8, 13.05
Storsveden, Ovanåkers kommun;61.34444, 16.025
Storuman (tätort);65.1, 17.1
Storvik;60.6, 16.517
Storvreta;59.95, 17.7
Storå, Lindesbergs kommun;59.717, 15.133
Strand, Falu kommun;60.48222, 15.75
Strandbro;60.42472, 15.44944
Strandnorum;58.04167, 11.825
Striberg;59.54667, 14.93056
Strängnäs;59.37694, 17.03528
Strängnäs kommun;59.37694, 17.03528
Strängstorp;59.04056, 16.21944
Strålsnäs;58.23556, 15.09028
Strångsjö;58.90444, 16.19
Stråssa;59.73972, 15.19917
Stråtenbo;60.57722, 15.46611
Stråtjärn och Gunnarsbo;60.56694, 15.49417
Stråvallastrand;57.2989861, 12.1726361
Ströby, Bösslinge och Åkerby;59.87556, 17.52833
Ströbylund, Holmtorpet och Solsäter;59.86139, 17.52056
Strömfors;60.517, 26.467
Strömma, Värmdö kommun;59.29056, 18.54028
Strömsberg, Karlskrona kommun;56.33278, 15.64556
Strömsberg, Tierps kommun;60.40139, 17.58389
Strömsbruk;61.883, 17.317
Strömsfors;58.69194, 16.3425
Strömsholm;59.52222, 16.25
Strömsnäsbruk;56.54944, 13.73306
Strömstad;58.933, 11.167
Strömsund;63.85, 15.583
Strövelstorp;56.167, 12.833
Stugun;63.16667, 15.6
Stumsnäs;60.88028, 14.95722
Sturefors;58.33333, 15.72917
Sturkö;56.11472, 15.65611
Styrsjöbo;60.70389, 14.95167
Styrsö, Göteborgs kommun;57.61667, 11.77917
Ställdalen;59.93778, 14.93917
Stämmet;57.18611, 12.2473083
Stånga;57.28139, 18.47139
Stångby;55.75, 13.2
Stångby kyrkby;55.76556, 13.17278
Stångeland;57.91556, 16.36278
Stöcke;63.73972, 20.22917
Stöcksjö;63.77472, 20.19583
Stöde;62.417, 16.6
Stöllet;60.41028, 13.27083
Störlinge;56.80667, 16.74083
Sulvik;59.67778, 12.416667
Sund, Trosa kommun;58.95722, 17.41222
Sundborn;60.667, 15.767
Sundby;59.28083, 17.71583
Sundbyholm;59.43889, 16.61944
Sundhultsbrunn;57.92944, 14.91417
Sundsbruk;62.45785, 17.356717
Sundsvall;62.39083, 17.30694
Sundsvalls kommun;62.39535, 17.308767
Sunnansjö;60.21639, 14.95944
Sunnanå, Burlövs kommun;55.61333, 13.12028
Sunne;59.835, 13.14861
Sunningen;58.32778, 11.84444
Surahammar;59.70722, 16.22222
Surahammars kommun;59.70722, 16.22222
Surte;57.833, 12.017
Svalsta;58.74222, 16.87028
Svalöv;55.91111, 13.10556
Svalövs kommun;55.9, 13.1
Svanabyn;64.10194, 16.63972
Svanberga;59.83889, 18.65917
Svanesund;58.16861, 11.78528
Svanvik;58.11944, 11.68611
Svanå;59.7775, 16.37917
Svanö;62.89917, 17.88167
Svappavaara;67.65, 21.067
Svarte;55.43278, 13.71417
Svartlå;66.01333, 21.17278
Svartnäs;60.91278, 16.13833
Svartsjö;59.36278, 17.72778
Svarttorp;57.81361, 14.44611
Svartvik;62.317, 17.367
Svartå;59.12694, 14.51889
Svavelsön;59.4364333, 18.242025
Svedala;55.51111, 13.23056
Svedala kommun;55.517, 13.233
Sveg;62.033, 14.35
Svenljunga;57.5, 13.117
Svennevad;59.01611, 15.38361
Svenshögen;58.14361, 11.94111
Svensköp;55.87417, 13.8625
Svenstavik;62.77167, 14.44083
Svenstorp, Varbergs kommun;57.17472, 12.31667
Svenstorp, Ystads kommun;55.483, 13.95
Svenstorp, Ängelholms kommun;56.34028, 12.92889
Svinnegarn;59.58778, 17.0025
Svinninge;59.45, 18.283
Svängsta;56.26306, 14.77111
Svärdsjö;60.74083, 15.90333
Svärdsö;58.87, 17.83
Svärtinge;58.65583, 16.01611
Svärtinge gård;58.63306, 16.03472
Sya;58.33306, 15.25
Sylfaste;57.58583, 18.43444
Sysslebäck;60.73139, 12.86944
Säffle;59.133, 12.933
Säivis;65.82917, 23.65972
Sälen;61.16139, 13.26278
Sälleryd;56.29222, 15.8475
Sälna;59.5725, 17.98972
Säm och Tanums station;58.717, 11.3
Sänna;58.79444, 14.97778
Särdal;56.74833, 12.645
Särna;61.6925, 13.14167
Särslöv och Djurslöv;55.625, 13.16389
Säter;60.34639, 15.74667
Säters kommun;60.34639, 15.74667
Sätofta;55.90833, 13.55278
Sätra brunn;59.86222, 16.44139
Sättuna;58.45, 15.57861
Säva;59.76611, 17.38694
Sävar;63.90167, 20.55
Sävast;65.76806, 21.73889
Säve;57.80306, 11.91278
Sävja;59.82111, 17.7
Sävsjö;57.40222, 14.66778
Sävsjö kommun;57.40222, 14.66778
Sågmyra;60.71167, 15.29583
Sånahusen;55.62222, 13.31667
Sånga-Sundby;59.35, 17.7
Såtenäs;58.44167, 12.69722
Söder Rälta;60.63528, 15.01667
Söderala;61.27778, 16.96111
Söderberga;59.32194, 17.74528
Söderboda;60.43889, 18.415
Söderby, Ekerö kommun;59.30833, 17.84167
Söderby, Upplands-Väsby kommun;59.483, 17.85
Söderby-Karl;59.88639, 18.69944
Söderbärke;60.07111, 15.56111
Söderfors;60.38972, 17.24444
Söderhamn;61.3, 17.083
Söderköping;58.48028, 16.3225
Söderköpings kommun;58.48028, 16.3225
Söderskogen;59.67944, 17.58861
Södersvik;59.75139, 18.91083
Södertälje;59.183, 17.633
Södertälje kommun;59.1, 17.517
Söderåkra;56.44917, 16.06444
Södra Bredåker;65.90333, 21.31444
Södra Klagshamn;55.52361, 12.93472
Södra Kyrkbyn;60.15528, 16.22139
Södra Kättbo;60.18417, 14.19444
Södra Ljunga;56.74278, 13.97111
Södra Mellby;55.667, 14.217
Södra Näs;57.07417, 12.26806
Södra Rörum;55.92417, 13.66861
Södra Sandby;55.717, 13.35
Södra Vi;57.74028, 15.79667
Södra Åby;55.38611, 13.3125
Södra Åkarp;55.48333, 13.05417
Södvik;57.05639, 16.87917
Sölvesborg;56.0525, 14.58694
Sölvesborgs kommun;56.0525, 14.58694
Sörbo;60.50778, 15.73806
Sörby, Borgholms kommun;56.81694, 16.73222
Sörby, Trelleborgs kommun;55.44444, 13.32917
Sörbylund;55.43611, 13.34167
Sörfors;63.867, 20.033
Sörfors, Sundsvalls kommun;62.28767, 17.05283
Sörstafors;59.58361, 16.21361
Sörvik;60.18528, 15.15111
Söråker;62.517, 17.5
Sösdala;56.04, 13.67889
Sövde;55.583, 13.667
Sövde sommarby;55.6, 13.633
Sövestad;55.5, 13.8
Taberg (tätort);57.683, 14.083
Tahult;57.7, 12.183
Tallberga;57.08889, 13.68889
Tallebo;58.57306, 16.06306
Tanumshede;58.733, 11.333
Tavelsjö;64.03722, 20.04944
Teckomatorp;55.87083, 13.08583
Tenhult;57.717, 14.317
Tibble och Lundby;59.65417, 16.94278
Tibro;58.417, 14.167
Tidaholm;58.183, 13.95
Tidan (tätort);58.575, 14.00556
Tidavad;58.58056, 13.85278
Tidö-Lindö;59.51389, 16.52861
Tierp;60.34444, 17.51306
Tierps kommun;60.34444, 17.51306
Tierps kyrkby;60.29944, 17.46444
Tillberga;59.68444, 16.61972
Timmele;57.85833, 13.42778
Timmernabben;56.97194, 16.43556
Timmersdala;58.52778, 13.75833
Timrå;62.5, 17.333
Timrå kommun;62.48367, 17.323
Timsfors;56.48444, 13.61194
Tings Nöbbelöv;55.95667, 14.05833
Tingsryd;56.53056, 14.97694
Tingsryds kommun;56.53056, 14.97694
Tingstäde;57.73361, 18.60556
Tjautjas;67.325, 20.73611
Tjusby;56.81889, 16.75
Tjuvkil;57.89444, 11.73611
Tjällmo;58.71556, 15.35194
Toarp, Malmö kommun;55.54083, 13.1225
Tobo;60.25889, 17.65694
Tofta, Gotlands kommun;57.52056, 18.16972
Tofta, Varbergs kommun;57.17361, 12.29722
Toftaholm, Eslövs kommun;55.78361, 13.26778
Toftbyn;60.71417, 15.78528
Tolfta;60.375, 17.55222
Tollarp;55.93444, 13.97444
Tollered;57.817, 12.417
Tolånga;55.6375, 13.775
Tomelilla;55.54167, 13.95
Tomelilla kommun;55.533, 13.95
Tomta;60.07667, 18.77556
Torarp;56.20917, 14.81028
Torbjörntorp;58.21, 13.60556
Torekov;56.42361, 12.62639
Torestorp;57.383, 12.667
Torhamn;56.095, 15.83528
Tormestorp;56.11389, 13.74361
Torna Hällestad;55.67778, 13.41667
Torne;56.69028, 14.60556
Tornsborg;56.03861, 13.39611
Torp, Mönsterås kommun;57.067, 16.467
Torpa skog och Hoppet;59.02611, 18.14667
Torpaslätt;59.4175, 16.195
Torpsbruk;57.033333, 14.57306
Torpshammar;62.467, 16.317
Torreby;58.44167, 11.59444
Torresta;59.54056, 17.48222
Torrlösa;55.91028, 13.13917
Torsabjörke;56.16917, 14.60278
Torsbo, Ulricehamn;57.617, 13.467
Torsby, Värmdö kommun;59.33806, 18.48722
Torsebro;56.10333, 14.12833
Torshälla;59.417, 16.467
Torshälla huvud;59.45556, 16.46111
Torsnäs;56.1675, 15.7025
Torsåker, Hofors kommun;60.5125, 16.47361
Torsång;60.46333, 15.56833
Torsås;56.4125, 16.00167
Torsås kommun;56.4125, 16.00167
Torsö, Sölvesborg;56.00333, 14.64611
Tortuna;59.67472, 16.72278
Torup;56.95472, 13.07361
Tosseryd;57.75833, 12.97917
Tosteberga;56.00889, 14.43917
Totebo;57.63083, 16.18611
Totra;60.91611, 17.08944
Tottarp;55.64167, 13.14778
Tovrida udde;57.74389, 14.38639
Tranemo;57.483, 13.35
Tranholmen;59.37528, 18.08833
Transtrand;61.09111, 13.31944
Tranum;58.45833, 12.85833
Tranås;58.03417, 14.97556
Tranås kommun;58.03417, 14.97556
Traryd;56.57806, 13.74472
Tredenborg;56.02833, 14.56361
Trehörna;58.15694, 14.84278
Trekanten;56.69889, 16.11694
Trelleborg;55.37361, 13.15556
Trelleborgs kommun;55.383, 13.167
Trolldalen;59.38694, 18.14444
Trollhättan;58.283, 12.283
Trosa;58.89389, 17.55222
Trosa kommun;58.89389, 17.55222
Trulsegården;57.75556, 11.84167
Truseryd;56.13, 15.87528
Trädet;57.983, 13.517
Träkumla;57.56194, 18.30694
Träne;55.9875, 13.99083
Träslövsläge;57.05528, 12.27944
Trångsviken;63.33139, 14.01861
Tråvad;58.25, 13.083
Trönninge, Halmstads kommun;56.62111, 12.93667
Trönninge, Varbergs kommun;57.14333, 12.28722
Trönningenäs;57.1394528, 12.2232333
Trönö;61.39722, 16.83222
Tulebo;57.617, 12.083
Tullebo;57.71111, 12.49167
Tulleråsen;63.45556, 14.18889
Tumba (tätort);59.2, 17.817
Tumbo;59.42639, 16.33889
Tumleberg;58.20833, 12.84444
Tumlehed;57.73056, 11.73611
Tun;58.42917, 12.73611
Tuna, Landskrona kommun;55.91389, 12.68889
Tuna, Södertälje kommun;59.235, 17.51833
Tuna, Uppsala kommun;60.02028, 18.06222
Tuna, Vimmerby kommun;57.57667, 16.10556
Tuna-Hästberg;60.33472, 15.17778
Tunadal;62.414283, 17.378167
Tunnerstad;58.052441, 14.343563
Tureholm;59.31528, 17.72944
Tving, Karlskrona kommun;56.31167, 15.46444
Tvärred;57.72778, 13.31111
Tvärskog;56.62361, 16.04
Tvärålund;64.09556, 19.66972
Tvååker;57.04111, 12.4
Tylösand;56.6475, 12.73556
Tynningö;59.37639, 18.39722
Tyresö kommun;59.233, 18.217
Tyringe;56.15944, 13.60306
Tystberga;58.85056, 17.24028
Täby;59.433, 18.083
Täby kommun;59.467, 18.067
Täfteå;63.833, 20.483
Täljö;59.467, 18.25
Tällberg;60.82361, 14.99361
Tänndalen;62.54444, 12.33333
Tännäs;62.44167, 12.68056
Tärendö;67.33472, 22.61722
Tärnaby;65.717, 15.267
Tärnsjö;60.15444, 16.92556
Tävelsås;56.77028, 14.82528
Tåby;58.5175, 16.35083
Tågarp, Svalövs kommun;55.92472, 12.955
Tånebro;55.45, 13.59111
Tånga och Rögle;56.19056, 12.77139
Tångaberg;57.17389, 12.22611
Tånnö;57.09444, 14.04444
Töcksfors;59.5, 11.833
Töllsjö;57.79444, 12.633333
Tönnersjö;56.64, 13.0675
Töre;65.9, 22.65
Töreboda;58.717, 14.133
Törestorp;57.2975, 13.85167
Törnby;59.32556, 17.7275
Törnebyslätt;56.67028, 16.28556
Tösse;58.97083, 12.64167
Ucklum;58.08611, 11.95278
Uddebo;57.475, 13.26389
Uddeholm;60.02444, 13.61917
Udden;59.433, 16.417
Uddens fritidsområde;59.22917, 16.08361
Uddevalla;58.35, 11.917
Ugglarp;56.816667, 12.63611
Ukna;58.0825, 16.355
Ullared;57.13583, 12.71861
Ullatti;67.017, 21.817
Ullervad;58.667, 13.85
Ullstorp;56.05944, 13.98389
Ullungsfors;61.4, 15.775
Ullånger;63.0131175, 18.1877825
Ulricehamn;57.79167, 13.41278
Ulrika, Linköpings kommun;58.125, 15.43
Ulvkälla;62.02222, 14.36111
Ulvåker;58.475, 13.92778
Umeå;63.82556, 20.26361
Umgransele;64.69694, 18.38528
Undersåker;63.3125, 13.25
Undrom;63.1193722, 17.7399167
Unnaryd;56.95444, 13.52833
Uppbo och Nedernora;60.40167, 15.885
Upphärad;58.15833, 12.30556
Upplanda;60.23, 17.73028
Upplands Väsby;59.517, 17.917
Upplands Väsby kommun;59.517, 17.9
Upplands-Bro kommun;59.533, 17.667
Uppsala;59.85833, 17.65
Uppsala kommun;59.85833, 17.65
Uppvidinge kommun;57.16861, 15.34472
Urshult;56.5325, 14.81139
Ursviken;64.70944, 21.17556
Utansjö;62.77444, 17.91139
Utby, Uddevalla kommun;58.333, 11.783
Utvalnäs;60.75194, 17.345
Utvik och Öden;63.0075, 18.19806
Utvälinge;56.21417, 12.78194
Utö;58.933, 18.25
Vad, Smedjebackens kommun;60.02694, 15.6575
Vadsbro;58.96417, 16.5975
Vadstena;58.44833, 14.88972
Vadstena kommun;58.44833, 14.88972
Vaggeryd;57.49833, 14.1475
Vaggeryds kommun;57.43, 14.09278
Vagnhärad;58.95, 17.5
Valbo;60.667, 17.067
Valdemarsvik;58.20556, 16.60194
Valdemarsviks kommun;58.20556, 16.60194
Valinge;57.17028, 12.38167
Valje;56.06306, 14.54472
Valla och Gålby;58.10389, 15.74167
Valla, Katrineholms kommun;59.02056, 16.37889
Vallberga;56.46722, 13.0225
Vallby, Simrishamns kommun;55.5, 14.20417
Vallby, Trelleborgs kommun;55.38889, 13.34167
Vallentuna;59.533, 18.083
Vallentuna kommun;59.583, 18.2
Valleviken;57.79139, 18.94111
Vallsta, Bollnäs kommun;61.51861, 16.36611
Vallåkra;55.96333, 12.8625
Valskog;59.44167, 15.94167
Valtorp;58.22778, 13.64722
Vankiva;56.20056, 13.74333
Vansbro;60.51111, 14.22361
Vansbro kommun;60.51111, 14.22361
Vanstad;55.62083, 13.85833
Vaplan;63.33694, 14.22
Varberg;57.10889, 12.25139
Varekil;58.125, 11.70833
Vargön;58.35, 12.4
Varmsätra;59.87, 16.72083
Varnhem;58.383, 13.65
Vartofta;58.09722, 13.63056
Vassbäck;57.34167, 12.14167
Vassmolösa;56.59472, 16.15694
Vassunda;59.70556, 17.73
Vattholma;60.01667, 17.73333
Vattjom;62.365, 17.0317
Vattnäs;61.04972, 14.60333
Vattubrinken;59.183, 17.633
Vavd;60.47889, 17.95972
Vaxholm;59.40417, 18.33139
Vaxholms kommun;59.4, 18.283
Veberöd;55.633, 13.5
Vedborm;57.20583, 17.01833
Veddige;57.267, 12.317
Vederslöv;56.785, 14.73194
Vedevåg;59.525, 15.28889
Vegby;57.68056, 13.37222
Veinge;56.55333, 13.07306
Vejbystrand;56.30972, 12.76944
Velanda;58.22778, 12.31111
Vellinge;55.47083, 13.01889
Vellinge Väster;55.45972, 12.99583
Vellinge kommun;55.467, 13.017
Vemdalen;62.45, 13.86667
Vemhån;62.31111, 14.03333
Vena;57.52111, 15.97056
Venestad;55.98583, 13.9425
Venjan;60.95278, 13.91056
Verum;56.36194, 13.79861
Vessigebro;56.97917, 12.66611
Vetlanda;57.42667, 15.08111
Vetlanda kommun;57.417, 15.083
Vettershaga;59.59889, 18.67806
Vi, Sundsvalls kommun;62.4283, 17.4167
Viared;57.7125, 12.87083
Viareds sommarstad;57.70417, 12.82222
Vibble;57.60444, 18.24861
Viby, Kristianstads kommun;56.01417, 14.23667
Vickleby;56.58056, 16.45889
Vidsel;65.85, 20.4
Viforsen, Vi och Tunbyn;62.31, 17.19
Vifärna;59.38417, 17.68583
Vik, Simrishamns kommun;55.61528, 14.28889
Vika;60.51389, 15.71111
Vikarbyn;60.90917, 15.02083
Viken, Höganäs kommun;56.15, 12.567
Vikhög;55.73028, 12.95861
Vikingstad;58.383333, 15.433333
Vikmanshyttan;60.29778, 15.82806
Viksjö, Härnösands kommun;62.77222, 17.42083
Viksäter;59.23889, 17.62083
Vilhelmina (tätort);64.617, 16.65
Villshärad;56.69389, 12.69611
Vilshult;56.3525, 14.48389
Vilske-Kleva;58.20833, 13.44722
Vimmerby;57.66556, 15.85472
Vimmerby kommun;57.66556, 15.85472
Vinberg;56.95556, 12.54944
Vinbergs kyrkby;56.92861, 12.54583
Vindeln;64.20222, 19.71944
Vindön;58.29722, 11.69167
Vingåker;59.04278, 15.87222
Vingåkers kommun;59.04278, 15.87222
Vinninga;58.45278, 13.26111
Vinnö;56.05056, 14.08806
Vinslöv;56.10361, 13.91306
Vintjärn;60.82944, 16.05083
Vintrie;55.55139, 12.9625
Vinäs;60.97167, 14.54111
Vira bruk;59.57111, 18.545
Vireda;57.91472, 14.63222
Virsbo;59.87167, 16.04639
Virserum;57.31917, 15.58194
Visby;57.63472, 18.29917
Viskafors;57.633, 12.85
Viskan;57.225, 12.20778
Vislanda;56.78722, 14.45028
Vissefjärda;56.53694, 15.583333
Visseltofta;56.425, 13.85667
Vistträsk;65.67889, 20.53556
Vita villorna;59.20861, 17.87194
Vitaby;55.683, 14.15
Vitemölla;55.7, 14.2
Vittangi;67.67694, 21.64083
Vittaryd;56.967, 13.95
Vittinge;59.90472, 17.06083
Vittjärv;65.845, 21.59778
Vittsjö;56.34333, 13.66278
Vittskövle, Kristianstads kommun;55.85917, 14.14806
Vojakkala;65.9175, 24.09528
Vollsjö;55.70167, 13.785
Vomb;55.667, 13.55
Vrena;58.86167, 16.70333
Vretstorp;59.02222, 14.86944
Vrigstad;57.35556, 14.47556
Vrångö;57.56667, 11.78333
Vuollerim;66.43056, 20.61944
Väckelsång;56.64083, 14.91917
Väderstad;58.31333, 14.92444
Väggarp;55.78611, 13.24056
Väjern;58.37778, 11.26389
Väla by;56.08333, 12.74889
Välinge;56.18361, 12.80611
Välleröd;55.583, 13.783
Väländan;59.11306, 17.98611
Väne-Ryr;58.33222, 12.13722
Väne-Åsaka;58.24444, 12.41944
Vänersborg;58.383, 12.317
Vänersnäs;58.433, 12.583
Vänge, Gotlands kommun;57.44972, 18.51583
Vänge, Uppsala kommun;59.85667, 17.43528
Vännäs;63.917, 19.75
Vännäsby;63.91306, 19.80389
Värestorp;56.19361, 14.21917
Värmdö kommun;59.317, 18.567
Värmdö-Evlinge;59.34, 18.55222
Värnamo;57.18472, 14.04111
Värnamo kommun;57.18472, 14.04111
Värne;57.53806, 15.09917
Värred;57.617, 12.467
Värsås;58.35, 14.05
Väröbacka;57.2489667, 12.1814333
Väsa;61.1875, 14.06778
Väskinde;57.69111, 18.42139
Västansjö-Långsjö;60.40861, 15.51861
Västanvik;60.72806, 14.95111
Västanå, Bromölla kommun;56.17806, 14.47889
Västerby, Hedemora kommun;60.31194, 15.93167
Västerby, Uppsala kommun;59.87667, 17.28222
Västerfärnebo;59.94472, 16.28056
Västergarn;57.44417, 18.15333
Västerhaninge;59.125, 18.11528
Västerhejde;57.58389, 18.22194
Västerkärr;57.89444, 13.86111
Västerljung;58.92111, 17.44944
Västerlösa;58.42056, 15.34083
Västermo;59.29167, 16.07917
Västermyckeläng;61.21028, 14.03472
Västerstad;55.78333, 13.67639
Västerstads kyrkby;55.77306, 13.63667
Västertryserum;58.14381, 16.514168
Västervik;57.75833, 16.63833
Västerviks kommun;57.75833, 16.63833
Västerås;59.60972, 16.54639
Västerås kommun;59.60806, 16.54611
Västgärdet och Utanåker;60.83278, 15.10972
Västibyn;63.917, 20.2
Västkusten, Hedemora kommun;60.27, 15.95583
Västland;60.44528, 17.61333
Västra Alstad;55.44722, 13.20278
Västra Harg;58.26222, 15.25861
Västra Husby;58.48611, 16.175
Västra Ingelstad;55.49139, 13.11472
Västra Karaby;55.8125, 13.05278
Västra Karup;56.4125, 12.74444
Västra Klagstorp;55.52639, 12.99583
Västra Kärrstorp;55.49722, 13.15833
Västra Näs;56.02306, 14.58556
Västra Nöbbelöv;55.43472, 13.61667
Västra Ormsjö;64.41583, 16.01528
Västra Strö;55.87583, 13.24667
Västra Tommarp;55.3975, 13.1025
